name,address,lat,lng,rating,userRatingCount,priceLevel,website,genAI
Tacos Mario,"Esq Jardín Dalias, Av. Emiliano Zapata, Valle de San Lorenzo, Iztapalapa, 09970 Ciudad de México, CDMX, Mexico",19.2968677,-99.075558,4.2,5,,,
Carnitas Tacos Don,"Río Fuerte, Valle de San Lorenzo, Iztapalapa, 09970 Ciudad de México, CDMX, Mexico",19.2982119,-99.0763159,4.4,66,PRICE_LEVEL_INEXPENSIVE,,
Tacos y Parrilla El Ranchero,"Rio Nilo MZ78LT1, Valle de San Lorenzo, Iztapalapa, 09970 Ciudad de México, CDMX, Mexico",19.2984843,-99.0756327,3.3,6,,,
"Tacos de Cecina ""Don Pedro""","Barrio de San Antonio de Padua, San Antonio, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.306260899999998,-99.0754031,5,1,,,
TACOS & Puebla,"Av. Emiliano Zapata, Valle de San Lorenzo, Iztapalapa, 09970 Ciudad de México, CDMX, Mexico",19.2975672,-99.0752478,,,,,
Tacos de la 10 y 22,"C. 10 MZ66 LT1, José López Portillo, Iztapalapa, 09920 Ciudad de México, CDMX, Mexico",19.3038334,-99.08278000000001,4.7,54,,,
Tacos Al Carbon El Norteño,"José López Portillo, 09920 Mexico City, CDMX, Mexico",19.299868099999998,-99.0830955,,,,,
Tacos de Cecina Don Santos 2,"09940, Valle de San Lorenzo, Iztapalapa, 09940 Ciudad de México, CDMX, Mexico",19.2943398,-99.0764864,4.9,17,,,https://jorgecomunicologo.my.canva.site/tacos-de-cecina
Tacos Diaz,"Rio Azul y Río Atoyac, Rio Nilo, Valle de San Lorenzo, Iztapalapa, 09970 Ciudad de México, CDMX, Mexico",19.299337599999998,-99.0768792,5,1,,,https://www.facebook.com/profile.php?id=100092333700127&mibextid=ZbWKwL
Desayunos Tacos Y Mas La Chiquipatrona,"Valle de San Lorenzo, 09970 Mexico City, CDMX, Mexico",19.3024018,-99.0808991,,,,,
TACOS TATANKA GYM,"Río Usumacinta, Valle de San Lorenzo, Iztapalapa, 09970 Ciudad de México, CDMX, Mexico",19.3028649,-99.0773092,5,1,,,
Tacos estilo Tijuana,"Valle de San Lorenzo, Iztapalapa, 09970 Ciudad de México, CDMX, Mexico",19.3015374,-99.0749778,5,2,,,
"Taqueria ""El Pastorcito del Sur I","Av. la Turba 20-26, Dr Francisco Cabrera, Iztapalapa, 09960 Ciudad de México, CDMX, Mexico",19.295163199999998,-99.0622777,4.2,478,PRICE_LEVEL_INEXPENSIVE,,
"Tacos silver,,,","Villa del Mar, San Lorenzo Tezonco, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.3057959,-99.0697553,4.3,171,,,
Taqueria La Hormiga,"Av. Ignacio Aldama 52, San Lorenzo, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.303980499999998,-99.07016499999999,3.9,17,,,
Tacos los Weros de Aldama,"Calle lirios con esquina, Av. Ignacio Aldama, Jardines de San Lorenzo Tezonco, Iztapalapa, 09940 Ciudad de México, CDMX, Mexico",19.2953261,-99.0731947,5,3,,,
"Tacos y taquitos ""El cuñadito""","Av. Ignacio Aldama 41, San Lorenzo Tezonco, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.3012817,-99.0710357,5,6,,,
Tacos la esquina,"Cda. Cuitláhuac 18A, El Molino Tezonco, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.2999369,-99.06800940000001,5,3,,,
Tacos Pedro Antonio,"Diagonal Jdn. de los Olivos 325, Jardines de San Lorenzo Tezonco, Iztapalapa, 09969 Ciudad de México, CDMX, Mexico",19.2937239,-99.0734377,3.7,6,,,
Tacos JOEL,"Diamana, Esmeralda esquina, Predio el Molino, Iztapalapa, 09960 Ciudad de México, CDMX, Mexico",19.292070499999998,-99.06707329999999,4.1,37,,,
Cocina El Buen Taco,"Tata Jesucristo, San Antonio, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.3036468,-99.07305249999999,,,,,
TACOS EL CURADO,"Benito Juárez, El Molino Tezonco, Iztapalapa, 09960 Ciudad de México, CDMX, Mexico",19.297532099999998,-99.06641789999999,,,,,
Tacos De Cecina Don Santos,"San Antonio 26, San Antonio, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.305393,-99.0733449,4.3,548,PRICE_LEVEL_INEXPENSIVE,,
Taqueria Cuahtemoc,"Av. Cuauhtémoc 10, El Molino Tezonco, Iztapalapa, 09960 Ciudad de México, CDMX, Mexico",19.3005046,-99.0698891,4.4,39,,,
"Tacos de Cecina de Yecapixtla ""el chef""","Lt6 MzH, calle Jardín de Azaleas, Jardines de San Lorenzo Tezonco, Iztapalapa, 09900 Ciudad de México, CDMX, Mexico",19.2992056,-99.07127009999999,4.8,40,,,
"Taqueria ""Kikin""","La Planta, 09960 Mexico City, CDMX, Mexico",19.2952029,-99.06275939999999,,,,,
Tacos Rafa,"Ignacio Aldama MZ20 LT1, Jardines de San Lorenzo Tezonco, 09940 Ciudad de México, D.F., Av. Ignacio Aldama MZ20 LT1, Jardines de San Lorenzo Tezonco, Iztapalapa, 09940 Ciudad de México, CDMX, Mexico",19.2958593,-99.0727467,4.5,564,PRICE_LEVEL_INEXPENSIVE,,
TACOS DON BIGOTE,"Ayacahuite, El Molino Tezonco, Iztapalapa, 09960 Ciudad de México, CDMX, Mexico",19.299114199999998,-99.0682067,4.3,24,,,
Tacos “El guero”,"Gallo de Oro MZ27 LT276, La Nopalera, Tláhuac, 13220 Ciudad de México, CDMX, Mexico",19.2973406,-99.05325169999999,5,4,,,
Tacos los compas,"Ricardo Monges López 4, La Nopalera, Tláhuac, 13220 Ciudad de México, CDMX, Mexico",19.295540799999998,-99.0554719,5,2,,,
Los Hermanos Taco,"Ricardo Monges López 150, La Nopalera, Tláhuac, 13220 Ciudad de México, CDMX, Mexico",19.296972099999998,-99.055574,4.1,10,,,https://www.facebook.com/Los-Hermanos-Taco-101309331733856
Tacos Mary,"Cocodrilo 73, Los Olivos, Tláhuac, 13210 Ciudad de México, CDMX, Mexico",19.301966800000002,-99.0594536,4.6,8,,,https://tacos-mary.ueniweb.com/?utm_campaign=gmb
Tacos el Panter,"Av. Tlahuac 5684-Loc B, Los Olivos, Tláhuac, 13210 Ciudad de México, CDMX, Mexico",19.303996299999998,-99.0580717,4,5,,,
TACOS EL GUERO,"Calle Deodato, Miguel Hidalgo, Tláhuac, 13280 Ciudad de México, CDMX, Mexico",19.2925205,-99.05047169999999,5,1,,,
Tacos,"Ricardo Monges López 43, Los Olivos, Tláhuac, 13210 Ciudad de México, CDMX, Mexico",19.29882,-99.05559869999999,,,,,
Tacos Tijuana,"Muzio Clementi, La Nopalera, Tláhuac, 13200 Ciudad de México, CDMX, Mexico",19.2966601,-99.0512954,,,,,
Tacos ''Chava'',"C. Gitana MZ164 LT2, Col del Mar, Tláhuac, 13220 Ciudad de México, CDMX, Mexico",19.296754,-99.05612579999999,4.5,316,,,
Tacos Leo,"Los Olivos, 13210 Mexico City, CDMX, Mexico",19.2987459,-99.05706889999999,,,,,
Tacos Pablo,"Ana Bolena MZ30 LT307, La Nopalera, Tláhuac, 13200 Ciudad de México, CDMX, Mexico",19.2959679,-99.05197419999999,4.3,54,,,
"Tacos ""Don Chucho""","Col del Mar, Tláhuac, 13270 Ciudad de México, CDMX, Mexico",19.2916751,-99.0584814,4.5,49,,,
Ricos Tacos,"Cristóbal Morales, La Nopalera, Tláhuac, 13220 Ciudad de México, CDMX, Mexico",19.295987999999998,-99.05199209999999,,,,,
Tacos junior combi en movimiento,"13210, Las Arboledas, Tláhuac, 13210 Ciudad de México, CDMX, Mexico",19.3053726,-99.05400689999999,,,,,
Tacos GYMM,"Arabella 5, Miguel Hidalgo, Tláhuac, 13200 Ciudad de México, CDMX, Mexico",19.2953831,-99.0501007,5,3,,,
Tacos De Guisado Las Cuñadas,"Av. la Turba, Agrícola Metropolitana, Tláhuac, 13270 Ciudad de México, CDMX, Mexico",19.2911105,-99.0574298,4.2,11,,,
"Tacos de carnitas ""El amigo""","Av. Tlahuac 5511, Los Olivos, Tláhuac, 13210 Ciudad de México, CDMX, Mexico",19.3021711,-99.0543756,,,,,
Taquería Don Cuco - Los Mejores Del Rumbo,"Juárez 83, Santa Ana Nte., Tláhuac, 13300 Ciudad de México, CDMX, Mexico",19.2993028,-99.0402687,4.5,410,,,https://m.facebook.com/taqueriadoncucolosmejoresdelrumbo/?tsid=0.26380328112657636&source=result
Taqueria El Paisa Chilaquil Sucursal Zapotitlan,"Av. Tlahuac 6320, Santa Ana Sur, Tláhuac, 13360 Ciudad de México, CDMX, Mexico",19.296163099999998,-99.0365571,3.8,560,PRICE_LEVEL_MODERATE,,https://www.facebook.com/Taqueria-El-Paisa-Chilaquil-Sucursal-Zapotitlan-102143625093960
Taqueria Don Gaby,"Salvador Díaz Mirón lt 10, Santa Ana Poniente, Tláhuac, 13300 [no name], CDMX, Mexico",19.3062634,-99.0437139,4.2,130,PRICE_LEVEL_INEXPENSIVE,,
PARRILLA mixe,"Juan de Dios Peza, Santiago Zapotitlan, Tláhuac, 13300 Ciudad de México, CDMX, Mexico",19.301047999999998,-99.04158679999999,4.2,187,PRICE_LEVEL_INEXPENSIVE,,
antojitos Mexicanos Lesly,"Plaza vapac local 9, San Miguel Zapotitla, Tláhuac, 13300 Ciudad de México, CDMX, Mexico",19.3034061,-99.0374963,4.6,65,,,
Tacos ''El Taco De Oro'',"Miguel Hidalgo, 13200 Mexico City, CDMX, Mexico",19.2919047,-99.0461336,4.7,118,,,
"Taquería ""Taco-Keto""","Agustín Díaz 87, Santa Ana Sur, Tláhuac, 13360 Ciudad de México, CDMX, Mexico",19.2912673,-99.037615,4,6,,,
"Tacos De Guisado ""Yareni""","Santa Ana Poniente, 13300 Mexico City, CDMX, Mexico",19.3041991,-99.0403721,4.7,3,,,
Taqueria Rojas,"Av Guillermo Prieto 210, Santa Ana Sur, Tláhuac, 13360 Ciudad de México, CDMX, Mexico",19.292806499999998,-99.0410965,5,5,,,
Tacos el tio,"Av. Vergel, Gutierrez Nájera Fividesu, Iztapalapa, 13300 Ciudad de México, CDMX, Mexico",19.301604599999997,-99.04309459999999,4,4,,,
Tacos Al Pastor,"Juan de Dios Peza, Gutierrez Nájera Fividesu, Tláhuac, 13300 Ciudad de México, CDMX, Mexico",19.3008846,-99.0413413,,,,,
Taco'n Madre,"Av Guillermo Prieto 8, Santa Ana Sur, Tláhuac, 13300 Ciudad de México, CDMX, Mexico",19.2956093,-99.04170479999999,4.2,229,,,https://www.facebook.com/profile.php?id=100084069442155
El tio dragoncito,"Amado Nervo, Santa Ana Poniente, Tláhuac, 13300 Ciudad de México, CDMX, Mexico",19.3039883,-99.04798079999999,4.1,9,,,
"Ricos Tacos El ""May""","Santa Ana Centro, 13300 Mexico City, CDMX, Mexico",19.2983111,-99.04130119999999,,,,,
TACOS EL GÜERO,"Arabella, Miguel Hidalgo, Tláhuac, 13200 Ciudad de México, CDMX, Mexico",19.2976284,-99.0480146,4.5,198,PRICE_LEVEL_MODERATE,,
Tacos de guisado top chef,"Av. Tlahuac 5911, Santa Ana Sur, Tláhuac, 13360 Ciudad de México, CDMX, Mexico",19.2979658,-99.0415191,,,,,
"Tacos ""El Dragoncito""","Amado Nervo 126, Santa Ana Poniente, Tláhuac, 13300 Ciudad de México, CDMX, Mexico",19.304018,-99.0477858,4.6,74,,,
Tacos de gisado La Hidalguense,"San Rafael Atlixco 3993, Santa Ana Nte., Tláhuac, 13310 Ciudad de México, CDMX, Mexico",19.303065399999998,-99.0371825,4.7,35,,,
Quetzatacos,"Cto. Fuentes del Pedregal 35 Estacionamiento, Fuentes del Pedregal, Tlalpan, 14140 Ciudad de México, CDMX, Mexico",19.3096379,-99.22352339999999,4.3,11,,,
Tacos Los Cuñados,"Línea 4 3325, Emilio Portes Gil, Tlalpan, 14200 Ciudad de México, CDMX, Mexico",19.306506199999998,-99.21801649999999,4.6,13,,,
El Tizoncito,"Periferico Sur 4020, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.307576299999997,-99.2139701,4,1581,PRICE_LEVEL_MODERATE,,http://www.eltizoncito.com.mx/
Capital de Trompoz,"Periferico Sur 4020-Local 8B, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3088949,-99.21349020000001,4.7,103,,,
Casa Prime Artz Pedregal,"Periferico Sur # 3720, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3077677,-99.2138521,4.6,2029,PRICE_LEVEL_VERY_EXPENSIVE,,http://casaprime.com.mx/
Barra Taure,"Av. de Las Fuentes 571, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3160548,-99.21261709999999,5,1,,,http://www.facebook.com/barrataure
Hunan Artz,"Periferico Sur 3720, San Jerónimo Lídice, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3138523,-99.2185516,4.7,1216,PRICE_LEVEL_VERY_EXPENSIVE,,https://www.hunan.com.mx/
El Remolkito del Sirloin Pedregal,"Av. de Las Fuentes 569, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3162227,-99.21250739999999,4.7,907,PRICE_LEVEL_MODERATE,,
Tacos Don Manolito Pedregal,"Av. de Las Fuentes 569, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3164116,-99.2124521,4.3,367,PRICE_LEVEL_MODERATE,,https://tacosdonmanolito.com/sucursales/
Tacos los perrones,"Jardines del Pedregal, Tlalpan, 01900 Mexico City, CDMX, Mexico",19.308679599999998,-99.2167075,,,,,
La Gran Parrilla,"Kopoma mz 83-lt 13, Pedregal de San Nicolás 4ta Secc, Álvaro Obregón, 14100 Ciudad de México, CDMX, Mexico",19.314140400000003,-99.21771269999999,5,10,,,
Tacos Javi,"San Jerónimo Aculco, La Magdalena Contreras, 10400 Ciudad de México, CDMX, Mexico",19.319966,-99.223869,4.5,61,PRICE_LEVEL_INEXPENSIVE,,
Rocasal,"Cráter 823, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.315801099999998,-99.2114416,4.4,319,,,https://rocasal.mx/
El Farolito Pedregal,"Av. de Las Fuentes 510, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3182211,-99.2114936,4.2,957,PRICE_LEVEL_MODERATE,,https://elfarolito.com.mx/
Niza,"Cráter 709, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3173848,-99.21031479999999,4.5,1949,PRICE_LEVEL_MODERATE,,http://www.niza.mx/
El Burladero,"Cráter 823, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3157721,-99.2114517,5,2,,,
Tacos de Canasta Meliton,"Anillo Perif. 4124, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.306715099999998,-99.20976739999999,4.8,6,,,
Tacos de canasta,"Boulevard cataratas, sin número esquina, Llanura, Jardines del Pedregal de San Ángel, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",19.310560499999998,-99.2007162,4.5,4,,,
Tacos de canasta el cuñado,"Agua 647, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3178137,-99.2102639,4.7,66,,,
Tacos de canasta,"Blvrd de la Luz 721, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3100394,-99.2097556,5,1,,,
TACOS EL DON,"Boulevard cataratas, sin número esquina, Llanura, Jardines del Pedregal de San Ángel, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",19.310281099999997,-99.2009566,5,44,,,
Cafetería del CCH Sur,"Calle Cataratas 470, C.U., Coyoacán, 04510 Ciudad de México, CDMX, Mexico",19.3109981,-99.1999044,4,4,,,
Taqueria El Guero de la 4,"Anillo Perif. 4146, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.306696199999998,-99.20909999999999,5,1,,,
Quekas CCH SUR,"Blvd. Cataratas 146, Jardines del Pedregal de San Ángel, Coyoacán, 01900 Ciudad de México, CDMX, Mexico",19.310498499999998,-99.2012737,3.9,140,PRICE_LEVEL_INEXPENSIVE,,
LA BARBACHA INC,"Av. de Las Fuentes 550-local 14 B, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3162856,-99.2120131,4.4,19,,,
Sushi Roll Pedregal Jolie,"Av. de Las Fuentes 425-Local 1, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3192018,-99.2112008,4.4,1170,PRICE_LEVEL_MODERATE,,http://www.sushiroll.com.mx/
Walmart Express Jardines,"Av. de Las Fuentes 490, Zm Del Valle De Mexico, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3181433,-99.21112730000002,4.2,3710,,,https://super.walmart.com.mx/
Quesadillas del sur,"Boulevard cataratas sin número esquina, Llanura, Jardines del Pedregal de San Ángel, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",19.310400899999998,-99.2008419,3.7,3,,,
Tacos copacabana express,"04300, San Guillermo MZ9 LT3, Ajusco, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.3089266,-99.1633943,4.3,488,PRICE_LEVEL_INEXPENSIVE,,
Tacos Los Toritos,"Primera Cda. de Avenida del Imán 13, Exejido de Sta Úrsula Coapa, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.3079639,-99.163415,4.5,93,,,
Taco Pepe,"Av. de la Libertad 100, Pedregal de Carrasco, Coyoacán, 04700 Ciudad de México, CDMX, Mexico",19.3071774,-99.1682256,4.3,655,,,
"TACOS ""EL CUÑADO""","Av. Panamericana C02, Pedregal del Maurel, Coyoacán, 04700 Ciudad de México, CDMX, Mexico",19.3080239,-99.1734838,4.3,67,,,
Quesadillas Y Tacos La Chiva,"Canahutli 502, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX, Mexico",19.3192079,-99.16812809999999,4.4,62,,,
La Esquina Del Taco,"Pedregal de Santo Domingo, 04369 Mexico City, CDMX, Mexico",19.319343099999998,-99.16821259999999,4.6,18,,,
Tacos de cabeza,"Nustepec 56, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX, Mexico",19.3178159,-99.1693943,4.6,18,,,
Tacos la 45,"Av. Aztecas A, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.3158784,-99.16610569999999,5,1,,,
Tacos al Pastor Chávez (Jueves y Viernes),"Av. del Imán, Exejido de Sta Úrsula Coapa, Coyoacán, 04700 Ciudad de México, CDMX, Mexico",19.311522099999998,-99.17094639999999,5,1,,,
Tacos al carbón El Moreno,"Rey Tepálcatzin 17, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.3208071,-99.162658,4.2,718,PRICE_LEVEL_INEXPENSIVE,,https://www.facebook.com/Tacos-al-Carbon-110395214620298
TACOS TORTAS TAQUERíA EL CONDE,"Rey Moctecuzoma 37-1, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.3180981,-99.16615639999999,4.4,303,PRICE_LEVEL_INEXPENSIVE,,
Tacos De Barbacoa El Rulex,"Rey Moctecuzoma 28, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.317947399999998,-99.1656264,4.4,160,,,
Tacos De Mixiote,"Pedregal de Carrasco Secc 3ra, Coyoacán, 04700 Mexico City, CDMX, Mexico",19.308359199999998,-99.1702674,4.6,18,,,
Tacos el inge,"Coras 427, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.3125128,-99.1635137,5,14,,,
Taqueria Los Bufalos,"Rey Meconetzin, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.3212249,-99.15953119999999,4.3,206,,,
Tacos Las Asadas,"san isauro, Av. Sta. Úrsula, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.309862499999998,-99.1564308,4.5,15,,,https://www.instagram.com/tacoslasasadas/
Tacos Tetos,"Rey Topiltzin 172, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.3202176,-99.1553237,4.7,78,,,
Sope Tacos Coapa,"Av. Sta. Úrsula B-B, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.309877999999998,-99.1553191,4,2,,,
"TACO ARABE, TORTAS Y HUARACHES","Esq. San Matias, Av. Sta. Úrsula, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.310225,-99.1579268,4.4,59,,,
ALITAS TACOS & MAS!!!,"Av. Sta. Úrsula, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.309784,-99.1562043,5,1,,,
Tacos Rafa's,"San Gonzalo 12, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.313984899999998,-99.1584778,4.3,182,,,
Don Taco,"04600, San Raúl MZ578 LT20, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.3132223,-99.1512403,4.4,171,,,
Tacos Muñiz,"Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.3063796,-99.1536926,4.7,271,PRICE_LEVEL_INEXPENSIVE,,
Tacos el chino,"04600, San Antonio MZ528 LT1, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.3176489,-99.1496337,4.6,239,PRICE_LEVEL_MODERATE,,
Tacos el negro,"Rey Meconetzin 159, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, Mexico",19.319741999999998,-99.1579424,4.5,91,,,
Tacos Xotepingo,"Calz. de Tlalpan 2820, Coapa, Prado Coyoacán, Coyoacán, 04870 Ciudad de México, CDMX, Mexico",19.3185842,-99.13808259999999,4.2,2605,PRICE_LEVEL_MODERATE,,
Tacos de Cabeza ABEL,"Adolfo Ruíz Cortínez, Coyoacán, 04630 Ciudad de México, CDMX, Mexico",19.319794299999998,-99.148465,4.8,13,,,
Tacos de la señora,"Huitzilopochtli 170, Adolfo Ruíz Cortínez, Coyoacán, 04630 Ciudad de México, CDMX, Mexico",19.3197626,-99.1487913,4.6,14,,,
Tacos Los Amigos del Reloj,"Cáliz 2, El Reloj, Coyoacán, 04640 Ciudad de México, CDMX, Mexico",19.3179169,-99.1392375,4.8,10,,,
Super Tacos,"04600 de, San Gonzalo 246, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, Mexico",19.3107929,-99.1487066,4.5,267,PRICE_LEVEL_INEXPENSIVE,,
Tacos el patrón,"Av. División del Nte. 4025, Coapa, Parque Coyoacán, Coyoacán, 04899 Ciudad de México, CDMX, Mexico",19.3087133,-99.13361289999999,4.2,1112,PRICE_LEVEL_MODERATE,,
Taquería de la Sierra Mixe,"C. 12 83, Coapa, Espartaco, Coyoacán, 04870 Ciudad de México, CDMX, Mexico",19.3149647,-99.1364866,4.7,89,,,
Taqueria,"04980, Av. División del Nte. 4019, Coapa, Ex-Hacienda Coapa, Coyoacán, 04899 Ciudad de México, CDMX, Mexico",19.3091603,-99.1339629,4.5,4,,,
Las Tortugas de Polanco Coapa,"Canal de Miramontes 2783-local 103, Coapa, Cipreses, Coyoacán, 04890 Ciudad de México, CDMX, Mexico",19.3150709,-99.1247842,3.3,45,,,http://www.lastortugasdepolanco.com/
Tacos Alberto y pepe (tacos de canasta),"Eje Vial 1 Ote, Canal de Miramontes 1602, Coapa, Prado Coyoacán, Coyoacán, 04810 Ciudad de México, CDMX, Mexico",19.320309299999998,-99.1325875,5,2,,,
Tacos El Morelias,"C. 11 43, Coapa, Espartaco, Coyoacán, 04870 Ciudad de México, CDMX, Mexico",19.3196324,-99.13461459999999,4.5,722,PRICE_LEVEL_INEXPENSIVE,,
El Tizoncito,"Canal de Miramontes 2872, Coapa, Jardines de Coyoacán, Coyoacán, 14300 Ciudad de México, CDMX, Mexico",19.3163551,-99.1253857,3.9,1944,PRICE_LEVEL_MODERATE,,http://www.eltizoncito.com.mx/
Taqueria Las Cabañas,"Calzada de Las Bombas # 128 Local 108, Las Cabañas, Ex-Ejido Sta Úrsula Coapa 27 Bis, Coyoacán, 04890 Ciudad de México, CDMX, Mexico",19.310724,-99.126313,4.4,131,PRICE_LEVEL_INEXPENSIVE,,
EL Lobo Taqueria Miramontes,"Canal de Miramontes 2960, Coapa, Los girasoles, Coyoacán, 04920 Ciudad de México, CDMX, Mexico",19.3073398,-99.12410279999999,4,364,PRICE_LEVEL_MODERATE,,http://ellobotaqueria.com/
SANTO 46 TACOS & GRILL,"Rancho Vista Hermosa 254-Local 4, Coapa, Campestre Coyoacán, Coyoacán, 04938 Ciudad de México, CDMX, Mexico",19.306589499999998,-99.11593020000001,4.9,10,,,
Taquería Tepetlapa Los Parientes,"Cda. Tepetlapa 31, Coapa, Alianza Popular Revolucionaria, Coyoacán, 04800 Ciudad de México, CDMX, Mexico",19.3169738,-99.12404319999999,4.7,9,,,
